,sex,income
10956,female,
10957,male,509.0
10958,female,
10959,female,
10960,male,
10961,female,
10962,male,
10963,female,
10964,female,
10965,female,
10966,female,
10967,female,
10968,female,
10969,male,368.0
10970,female,333.0
10971,female,
10972,male,
10973,female,
10974,female,
10975,female,
10976,male,
10977,female,
10978,female,
10979,male,
10980,female,
10981,male,
10982,male,
10983,male,
10984,male,
10985,female,
10986,female,60.0
10987,male,
10988,female,
10989,female,
10990,male,
10991,female,
10992,female,
10993,female,
10994,male,
10995,female,
10996,female,
10997,female,
10998,male,
10999,female,
11000,male,
11001,female,
11002,female,
11003,male,
11004,male,533.0
11005,female,583.0
11006,male,
11007,male,
11008,male,608.0
11009,female,
11010,male,
11011,male,150.0
11012,female,
11013,male,80.0
11014,female,75.0
11015,male,
11016,female,160.0
11017,male,
11018,female,
11019,female,
11020,male,375.0
11021,male,
11022,female,
11023,male,
11024,male,
11025,female,
11026,female,
11027,male,425.0
11028,female,
11029,female,
11030,male,
11031,male,
11032,male,
11033,female,
11034,male,
11035,female,
11036,male,
11037,female,
11038,male,
11039,female,
11040,female,
11041,male,130.0
11042,male,
11043,female,
11044,male,360.0
11045,female,221.0
11046,female,
11047,male,
11048,female,
11049,male,
11050,female,
11051,male,188.0
11052,female,
11053,female,
11054,male,
11055,male,
11056,female,
11057,female,
11058,female,
11059,male,
11060,female,180.0
11061,male,
11062,female,
11063,male,817.0
11064,female,
11065,female,
11066,female,
11067,male,30.0
11068,female,200.0
11069,female,184.0
11070,female,
11071,male,
11072,female,190.0
11073,female,
11074,male,
11075,male,
11076,male,
11077,female,
11078,male,250.0
11079,male,
11080,female,
11081,male,
11082,female,
11083,male,
11084,female,
11085,male,
11086,female,
11087,female,232.0
11088,male,
11089,male,
11090,female,
11091,female,
11092,male,
11093,female,
11094,male,
11095,female,
11096,female,
11097,male,
11098,female,
11099,male,
11100,female,
11101,female,
11102,female,
11103,male,
11104,female,
11105,female,
11106,female,
11107,male,300.0
11108,female,
11109,female,
11110,female,
11111,male,358.0
11112,male,
11113,male,
11114,female,
11115,female,
11116,male,320.0
11117,female,
11118,male,
11119,female,
11120,male,
11121,female,
11122,female,
11123,female,
11124,female,
11125,male,
11126,female,
11127,female,
11128,female,140.0
11129,female,
11130,female,
11131,female,
11132,male,
11133,female,
11134,female,
11135,female,
11136,male,
11137,female,
11138,female,397.0
11139,male,
11140,female,
11141,male,
11142,female,
11143,male,
11144,male,
11145,female,
11146,male,
11147,female,
11148,male,
11149,male,
11150,female,
11151,male,
11152,female,
11153,female,
11154,male,
11155,female,
11156,female,
11157,female,
11158,female,
11159,male,27.0
11160,female,180.0
11161,male,
11162,female,
11163,male,
11164,female,
11165,male,27.0
11166,female,
11167,male,
11168,female,
11169,male,
11170,female,27.0
11171,female,
11172,male,
11173,female,
11174,female,271.0
11175,male,665.0
11176,male,417.0
11177,female,333.0
11178,male,
11179,female,
11180,male,257.0
11181,female,
11182,female,
11183,female,
11184,male,
11185,female,
11186,male,
11187,female,
11188,female,
11189,female,111.0
11190,female,
11191,male,
11192,female,
11193,male,
11194,female,
11195,female,
11196,female,
11197,female,
11198,male,
11199,female,
11200,male,
11201,female,
11202,male,
11203,female,
11204,female,
11205,male,
11206,female,
11207,male,
11208,female,167.0
11209,female,104.0
11210,male,
11211,female,
11212,female,
11213,male,300.0
11214,male,
11215,female,
11216,male,
11217,female,
11218,male,
11219,male,
11220,female,
11221,male,
11222,female,
11223,male,
11224,female,
11225,male,
11226,male,
11227,female,
11228,male,
11229,female,
11230,female,
11231,male,
11232,male,
11233,male,
11234,female,
11235,male,
11236,female,
11237,male,85.0
11238,female,85.0
11239,male,
11240,female,
11241,male,
11242,female,
11243,female,
11244,female,
11245,female,
11246,female,
11247,female,
11248,female,
11249,male,
11250,male,160.0
11251,male,220.0
11252,female,297.0
11253,male,
11254,male,
11255,female,
11256,female,
11257,female,215.0
11258,male,478.0
11259,male,
11260,female,
11261,female,
11262,male,599.0
11263,female,541.0
11264,male,
11265,male,
11266,male,259.0
11267,female,
11268,female,
11269,female,
11270,male,
11271,female,
11272,male,206.0
11273,male,209.0
11274,female,217.0
11275,female,
11276,female,
11277,male,
11278,male,322.0
11279,female,200.0
11280,male,
11281,female,
11282,female,
11283,male,618.0
11284,male,
11285,female,
11286,female,
11287,male,
11288,female,98.0
11289,male,
11290,male,305.0
11291,female,
11292,female,
11293,female,
11294,male,278.0
11295,female,
11296,female,
11297,female,
11298,male,583.0
11299,female,120.0
11300,female,
11301,female,
11302,male,
11303,male,788.0
11304,female,274.0
11305,male,219.0
11306,female,250.0
11307,female,154.0
11308,male,
11309,male,
11310,female,
11311,male,
11312,female,
11313,male,428.0
11314,female,
11315,female,
11316,male,
11317,male,
11318,female,245.0
11319,male,413.0
11320,male,
11321,female,100.0
11322,male,200.0
11323,female,184.0
11324,female,22.0
11325,female,71.0
11326,male,
11327,female,27.0
11328,male,200.0
11329,female,
11330,female,
11331,male,499.0
11332,female,
11333,male,
11334,male,
11335,male,
11336,female,
11337,male,
11338,female,191.0
11339,female,
11340,male,
11341,male,327.0
11342,female,124.0
11343,male,
11344,female,
11345,female,27.0
11346,male,130.0
11347,male,
11348,female,
11349,male,340.0
11350,male,
11351,female,274.0
11352,male,344.0
11353,female,27.0
11354,male,288.0
11355,female,
11356,male,
11357,female,
11358,female,27.0
11359,male,
11360,female,
11361,male,320.0
11362,female,
11363,female,
11364,male,
11365,female,
11366,male,
11367,female,
11368,male,247.0
11369,male,278.0
11370,female,174.0
11371,male,
11372,female,
11373,male,
11374,male,
11375,male,
11376,female,
11377,male,
11378,female,
11379,male,
11380,male,
11381,female,
11382,female,
11383,male,
11384,female,27.0
11385,male,
11386,female,
11387,male,90.0
11388,female,
11389,female,
11390,male,
11391,male,
11392,female,
11393,male,
11394,female,
11395,female,
11396,male,
11397,female,270.0
11398,male,
11399,male,
11400,female,
11401,male,
11402,female,
11403,male,
11404,female,100.0
11405,male,
11406,female,
11407,male,
11408,female,
11409,female,
11410,male,
11411,female,
11412,female,
11413,female,42.0
11414,female,
11415,female,
11416,male,
11417,female,
11418,male,
11419,female,
11420,male,
11421,female,
11422,male,250.0
11423,female,
11424,male,251.0
11425,female,271.0
11426,male,
11427,female,
11428,female,
11429,male,
11430,female,
11431,male,327.0
11432,male,
11433,female,247.0
11434,male,
11435,male,
11436,female,154.0
11437,female,
11438,female,
11439,male,
11440,female,
11441,female,
11442,male,209.0
11443,female,223.0
11444,male,
11445,female,207.0
11446,female,
11447,male,720.0
11448,female,467.0
11449,male,
11450,female,
11451,male,
11452,female,
11453,male,
11454,male,201.0
11455,female,154.0
11456,male,
11457,female,208.0
11458,male,290.0
11459,female,
11460,male,
11461,male,
11462,female,473.0
11463,female,
11464,female,200.0
11465,male,190.0
11466,male,
11467,male,360.0
11468,female,216.0
11469,female,
11470,male,
11471,female,
11472,female,140.0
11473,female,
11474,female,219.0
11475,male,431.0
11476,female,
11477,male,
11478,male,434.0
11479,female,35.0
11480,female,
11481,male,460.0
11482,female,
11483,female,
11484,male,
11485,female,
11486,male,533.0
11487,female,
11488,female,
11489,male,
11490,female,
11491,male,
11492,female,
11493,female,
11494,female,
11495,male,
11496,female,
11497,female,212.0
11498,female,27.0
11499,male,
11500,female,
11501,female,
11502,male,
11503,female,
11504,female,
11505,female,114.0
11506,female,
11507,female,
11508,male,
11509,female,
11510,female,70.0
11511,male,237.0
11512,female,180.0
11513,male,
11514,female,
11515,male,
11516,female,
11517,male,
11518,female,344.0
11519,male,500.0
11520,female,
11521,female,
11522,female,
11523,male,
11524,female,
11525,male,302.0
11526,male,
11527,male,
11528,female,42.0
11529,male,731.0
11530,male,
11531,female,
11532,female,
11533,male,
11534,female,
11535,female,
11536,male,235.0
11537,female,150.0
11538,female,
11539,male,542.0
11540,female,
11541,male,
11542,female,
11543,female,270.0
11544,male,
11545,female,
11546,male,
11547,female,104.0
11548,female,
11549,male,
11550,female,120.0
11551,male,
11552,male,
11553,female,
11554,female,
11555,male,
11556,female,27.0
11557,female,
11558,male,
11559,female,
11560,male,391.0
11561,female,
11562,male,
11563,female,27.0
11564,female,27.0
11565,male,255.0
11566,female,223.0
11567,female,
11568,male,
11569,male,500.0
11570,female,
11571,male,
11572,male,
11573,female,
11574,male,300.0
11575,female,
11576,female,27.0
11577,male,
11578,male,
11579,female,
11580,female,180.0
11581,male,
11582,female,
11583,female,
11584,female,
11585,male,
11586,female,220.0
11587,female,
11588,male,339.0
11589,female,
11590,male,
11591,male,
11592,female,
11593,male,
11594,male,
11595,male,
11596,male,
11597,female,
11598,male,376.0
11599,female,224.0
11600,male,
11601,female,
11602,male,
11603,male,
11604,female,
11605,female,
11606,male,419.0
11607,female,375.0
11608,female,
11609,female,
11610,female,
11611,male,807.0
11612,female,308.0
11613,female,
11614,female,
11615,male,
11616,female,
11617,male,
11618,female,
11619,male,
11620,female,
11621,male,
11622,female,
11623,female,203.0
11624,male,242.0
11625,male,
11626,male,
11627,female,
11628,female,
11629,male,
11630,female,
11631,male,270.0
11632,male,
11633,female,
11634,female,
11635,male,
11636,female,
11637,female,
11638,male,220.0
11639,female,417.0
11640,female,
11641,male,200.0
11642,male,184.0
11643,female,
11644,female,
11645,female,
11646,male,725.0
11647,female,
11648,female,
11649,female,
11650,male,
11651,male,
11652,female,
11653,female,
11654,male,460.0
11655,female,159.0
11656,female,108.0
11657,female,
11658,male,
11659,female,
11660,female,325.0
11661,male,
11662,male,679.0
11663,female,218.0
11664,female,
11665,female,
11666,male,
11667,male,517.0
11668,female,
11669,female,
11670,male,45.0
11671,female,
11672,female,
11673,male,
11674,female,
11675,male,517.0
11676,female,
11677,male,313.0
11678,female,
11679,male,
11680,female,
11681,female,
11682,male,356.0
11683,female,
11684,female,
11685,female,
11686,male,
11687,female,60.0
11688,male,
11689,female,
11690,male,
11691,female,
11692,female,
11693,female,
11694,male,
11695,female,
11696,female,27.0
11697,male,
11698,female,
11699,male,
11700,male,1110.0
11701,female,
11702,male,
11703,female,
11704,male,
11705,female,
11706,male,172.0
11707,female,236.0
11708,female,
11709,male,
11710,male,
11711,female,
11712,male,
11713,female,
11714,male,220.0
11715,female,
11716,male,
11717,male,27.0
11718,male,234.0
11719,male,
11720,female,
11721,male,
11722,female,
11723,male,
11724,male,
11725,female,
11726,male,
11727,female,
11728,male,159.0
11729,female,
11730,male,
11731,male,153.0
11732,female,42.0
11733,male,502.0
11734,female,336.0
11735,male,
11736,female,
11737,male,
11738,male,9.0
11739,female,
11740,male,
11741,female,
11742,female,
11743,female,
11744,male,
11745,female,
11746,male,
11747,female,250.0
11748,male,500.0
11749,female,
11750,female,130.0
11751,female,
11752,male,
11753,female,
11754,female,
11755,female,461.0
11756,male,
11757,female,
11758,male,
11759,male,
11760,male,
11761,female,
11762,male,
11763,female,84.0
11764,male,741.0
11765,female,
11766,female,
11767,female,
11768,male,677.0
11769,female,
11770,male,237.0
11771,female,
11772,female,166.0
11773,female,
11774,female,
11775,female,
11776,male,
11777,male,
11778,female,
11779,male,
11780,female,27.0
11781,male,
11782,female,
11783,male,529.0
11784,female,457.0
11785,male,
11786,female,
11787,male,
11788,female,
11789,male,
11790,female,
11791,female,
11792,female,
11793,female,
11794,female,
11795,male,
11796,female,
11797,male,
11798,female,
11799,male,
11800,female,
11801,male,270.0
11802,female,
11803,male,
11804,female,
11805,male,
11806,female,
11807,male,412.0
11808,female,
11809,male,170.0
11810,female,
11811,male,502.0
11812,male,200.0
11813,female,
11814,male,230.0
11815,female,250.0
11816,female,50.0
11817,female,
11818,female,130.0
11819,male,358.0
11820,female,175.0
11821,female,
11822,female,233.0
11823,male,
11824,female,
11825,male,449.0
11826,female,50.0
11827,male,433.0
11828,female,
11829,male,180.0
11830,female,27.0
11831,male,
11832,female,
11833,male,
11834,female,417.0
11835,male,
11836,female,39.0
11837,male,
11838,female,
11839,female,
11840,female,
11841,male,
11842,female,27.0
11843,male,
11844,female,
11845,female,
11846,male,
11847,male,
11848,female,
11849,female,
11850,female,
11851,male,
11852,female,
11853,female,
11854,male,
11855,female,
11856,female,75.0
11857,female,
11858,female,
11859,female,
11860,male,
11861,female,169.0
11862,male,
11863,female,
11864,female,
11865,female,
11866,female,
11867,male,
11868,female,68.0
11869,female,
11870,female,
11871,male,
11872,female,52.0
11873,male,
11874,female,
11875,male,
11876,female,
11877,male,293.0
11878,female,
11879,female,
11880,female,
11881,male,410.0
11882,female,223.0
11883,female,
11884,female,
11885,male,
11886,female,
11887,male,
11888,male,
11889,female,27.0
11890,female,283.0
11891,male,258.0
11892,female,
11893,female,
11894,female,
11895,male,70.0
11896,male,300.0
11897,male,417.0
11898,male,
11899,female,209.0
11900,female,
11901,male,
11902,female,200.0
11903,female,
11904,male,270.0
11905,female,180.0
11906,male,
11907,female,
11908,female,
11909,female,
11910,male,387.0
11911,female,
11912,male,
11913,male,
11914,female,
11915,female,198.0
11916,male,
11917,female,278.0
11918,male,375.0
11919,female,200.0
11920,female,
11921,male,
11922,female,
11923,male,
11924,female,
11925,female,
11926,female,
11927,male,302.0
11928,female,
11929,male,330.0
11930,female,230.0
11931,male,
11932,female,
11933,male,300.0
11934,male,
11935,female,50.0
11936,female,
11937,female,
11938,female,
11939,male,
11940,female,
11941,male,
11942,female,114.0
11943,male,300.0
11944,male,
11945,female,
11946,male,
11947,male,
11948,male,
11949,male,
11950,female,
11951,female,
11952,female,
11953,male,
11954,female,
11955,male,
11956,female,
11957,female,
11958,female,
11959,male,
11960,female,
11961,female,
11962,male,
11963,female,
11964,male,
11965,female,
11966,male,130.0
11967,female,
11968,male,214.0
11969,male,
11970,female,
11971,male,204.0
11972,female,
11973,female,27.0
11974,female,
11975,female,70.0
11976,female,100.0
11977,female,
11978,female,208.0
11979,female,
11980,female,
11981,female,
11982,male,250.0
11983,female,76.0
11984,male,
11985,male,
11986,male,
11987,female,
11988,male,240.0
11989,female,
11990,male,250.0
11991,male,
11992,female,
11993,male,
11994,female,
11995,male,
11996,male,
11997,male,
11998,female,
11999,male,
12000,female,180.0
12001,female,
12002,male,
12003,male,250.0
12004,female,77.0
12005,female,
12006,male,
12007,female,
12008,male,
12009,female,325.0
12010,male,
12011,female,
12012,male,
12013,female,200.0
12014,male,
12015,male,
12016,female,
12017,male,
12018,female,
12019,female,167.0
12020,female,43.0
12021,female,250.0
12022,male,670.0
12023,female,
12024,female,300.0
12025,male,
12026,female,
12027,male,
12028,female,
12029,female,
12030,female,
12031,male,
12032,female,
12033,female,
12034,female,
12035,male,
12036,female,
12037,male,
12038,female,
12039,female,
12040,male,105.0
12041,female,
12042,male,27.0
12043,female,
12044,male,704.0
12045,female,
12046,male,
12047,female,
12048,male,
12049,female,
12050,female,
12051,male,210.0
12052,female,67.0
12053,male,
12054,female,
12055,male,347.0
12056,female,205.0
12057,male,
12058,female,
12059,female,150.0
12060,male,
12061,female,205.0
12062,male,
12063,male,
12064,female,
12065,female,
12066,female,
12067,male,
12068,male,200.0
12069,male,
12070,female,
12071,male,
12072,female,
12073,male,
12074,female,27.0
12075,female,197.0
12076,male,220.0
12077,female,31.0
12078,female,80.0
12079,male,301.0
12080,male,
12081,female,
12082,male,526.0
12083,female,160.0
12084,female,
12085,male,
12086,male,
12087,female,100.0
12088,male,
12089,male,
12090,female,188.0
12091,female,
12092,female,200.0
12093,male,478.0
12094,male,
12095,male,479.0
12096,male,250.0
12097,female,
12098,female,
12099,male,216.0
12100,female,
12101,male,
12102,male,
12103,female,
12104,female,27.0
12105,female,27.0
12106,male,
12107,male,218.0
12108,female,123.0
12109,male,
12110,male,
12111,male,
12112,male,235.0
12113,male,
12114,female,
12115,female,
12116,male,407.0
12117,female,
12118,male,
12119,female,
12120,male,20.0
12121,female,20.0
12122,male,423.0
12123,female,280.0
12124,female,
12125,female,
12126,male,
12127,male,
12128,female,
12129,male,
12130,female,
12131,female,181.0
12132,female,
12133,female,
12134,male,289.0
12135,female,
12136,female,
12137,female,80.0
12138,male,
12139,male,130.0
12140,female,
12141,male,175.0
12142,male,
12143,female,
12144,female,
12145,female,
12146,male,280.0
12147,male,
12148,female,
12149,male,
12150,female,
12151,female,
12152,male,
12153,female,
12154,male,256.0
12155,female,
12156,male,
12157,female,
12158,female,
12159,male,511.0
12160,female,
12161,female,200.0
12162,male,
12163,male,
12164,male,
12165,female,
12166,male,
12167,male,
12168,female,
12169,male,
12170,female,
12171,female,
12172,male,
12173,female,
12174,male,24.0
12175,female,
12176,male,
12177,female,
12178,male,
12179,female,
12180,female,
12181,male,
12182,female,27.0
12183,female,
12184,female,27.0
12185,male,
12186,female,
12187,male,
12188,female,
12189,male,
12190,female,
12191,female,
12192,male,
12193,female,165.0
12194,female,
12195,male,
12196,female,
12197,female,
12198,female,
12199,female,
12200,male,
12201,female,
12202,male,
12203,female,185.0
12204,male,
12205,female,
12206,female,
12207,male,
12208,female,
12209,female,
12210,male,448.0
12211,female,
12212,male,
12213,female,
12214,female,
12215,male,
12216,female,
12217,male,27.0
12218,female,
12219,male,
12220,female,
12221,male,
12222,female,
12223,male,
12224,male,
12225,male,
12226,female,
12227,male,
12228,male,150.0
12229,female,27.0
12230,female,
12231,male,
12232,female,
12233,female,
12234,female,
12235,male,
12236,female,
12237,male,356.0
12238,female,226.0
12239,male,
12240,male,
12241,male,
12242,female,
12243,male,20.0
12244,female,
12245,male,20.0
12246,female,
12247,female,120.0
12248,male,
12249,female,150.0
12250,male,
12251,male,
12252,female,
12253,female,
12254,female,
12255,female,
12256,female,
12257,male,
12258,female,
12259,male,
12260,female,
12261,female,
12262,male,
12263,male,
12264,female,
12265,female,
12266,female,
12267,female,27.0
12268,male,
12269,male,
12270,female,
12271,female,27.0
12272,male,231.0
12273,female,
12274,female,
12275,male,175.0
12276,female,
12277,male,
12278,female,
12279,male,358.0
12280,female,
12281,female,228.0
12282,male,203.0
12283,female,
12284,male,27.0
12285,female,36.0
12286,female,
12287,female,
12288,male,
12289,female,
12290,male,
12291,female,
12292,male,
12293,female,268.0
12294,female,195.0
12295,female,150.0
12296,male,27.0
12297,female,27.0
12298,male,
12299,female,
12300,male,
12301,female,188.0
12302,female,192.0
12303,female,223.0
12304,male,388.0
12305,female,
12306,male,
12307,male,319.0
12308,female,200.0
12309,male,
12310,male,
12311,female,
12312,male,
12313,female,265.0
12314,female,219.0
12315,female,
12316,male,
12317,male,
12318,female,
12319,male,232.0
12320,male,251.0
12321,male,27.0
12322,female,27.0
12323,male,
12324,female,93.0
12325,male,
12326,male,
12327,male,
12328,male,
12329,female,
12330,male,500.0
12331,female,292.0
12332,male,180.0
12333,male,
12334,male,367.0
12335,female,
12336,male,
12337,female,
12338,male,
12339,female,
12340,male,
12341,male,
12342,male,260.0
12343,female,
12344,male,
12345,male,
12346,female,30.0
12347,male,75.0
12348,female,
12349,male,
12350,female,
12351,female,
12352,female,
12353,male,
12354,female,
12355,male,
12356,male,
12357,female,
12358,male,
12359,female,
12360,female,27.0
12361,male,
12362,female,
12363,male,190.0
12364,male,343.0
12365,female,60.0
12366,male,
12367,male,
12368,male,
12369,female,
12370,male,175.0
12371,male,
12372,female,
12373,female,
12374,male,
12375,female,
12376,male,
12377,female,
12378,male,
12379,female,
12380,male,
12381,female,18.0
12382,female,
12383,female,
12384,male,260.0
12385,male,256.0
12386,female,
12387,male,
12388,female,
12389,male,
12390,female,
12391,male,
12392,male,313.0
12393,female,60.0
12394,male,
12395,female,
12396,female,
12397,female,
12398,female,
12399,female,
12400,female,
12401,male,
12402,female,
12403,male,
12404,female,
12405,female,
12406,female,
12407,male,193.0
12408,female,
12409,female,
12410,female,200.0
12411,male,150.0
12412,male,
12413,male,
12414,female,130.0
12415,male,
12416,male,
12417,male,
12418,female,
12419,male,
12420,female,
12421,female,
12422,male,
12423,female,108.0
12424,male,367.0
12425,male,
12426,male,
12427,male,583.0
12428,female,
12429,male,
12430,female,200.0
12431,female,
12432,female,
12433,male,
12434,female,
12435,male,
12436,female,
12437,female,
12438,female,
12439,female,130.0
12440,male,
12441,female,130.0
12442,female,
12443,male,200.0
12444,female,
12445,female,
12446,male,
12447,male,
12448,female,88.0
12449,female,300.0
12450,male,389.0
12451,male,75.0
12452,female,
12453,female,392.0
12454,male,333.0
12455,female,
12456,male,
12457,male,299.0
12458,female,299.0
12459,male,
12460,female,
12461,male,
12462,female,
12463,male,601.0
12464,female,
12465,female,
12466,male,
12467,male,
12468,female,
12469,male,
12470,female,
12471,male,170.0
12472,female,
12473,female,
12474,female,
12475,male,588.0
12476,female,
12477,male,608.0
12478,female,
12479,female,
12480,male,
12481,male,
12482,female,150.0
12483,female,
12484,male,
12485,female,111.0
12486,male,
12487,female,
12488,male,
12489,female,
12490,male,236.0
12491,male,
12492,female,100.0
12493,male,120.0
12494,female,
12495,male,
12496,male,
12497,male,366.0
12498,female,170.0
12499,female,
12500,female,
12501,female,
12502,female,27.0
12503,male,427.0
12504,female,
12505,female,
12506,female,
12507,male,
12508,female,
12509,female,
12510,female,250.0
12511,female,80.0
12512,female,
12513,female,
12514,male,
12515,female,
12516,female,
12517,male,
12518,female,
12519,female,213.0
12520,male,503.0
12521,female,
12522,male,160.0
12523,female,
12524,male,
12525,male,666.0
12526,female,
12527,male,
12528,male,300.0
12529,female,
12530,male,300.0
12531,male,217.0
12532,female,
12533,female,
12534,male,675.0
12535,female,70.0
12536,male,50.0
12537,female,
12538,male,
12539,female,
12540,female,180.0
12541,male,
12542,female,
12543,male,
12544,male,
12545,female,
12546,male,
12547,female,
12548,female,
12549,female,27.0
12550,male,118.0
12551,male,
12552,female,
12553,male,
12554,female,
12555,male,506.0
12556,female,27.0
12557,female,
12558,female,
12559,female,
12560,male,
12561,female,
12562,female,
12563,male,525.0
12564,female,
12565,male,70.0
12566,female,29.0
12567,male,
12568,female,
12569,male,182.0
12570,female,
12571,female,
12572,male,
12573,female,
12574,female,200.0
12575,female,
12576,female,
12577,male,
12578,female,
12579,female,262.0
12580,female,
12581,male,
12582,female,
12583,male,
12584,male,
12585,female,
12586,male,
12587,female,80.0
12588,female,
12589,male,
12590,female,
12591,female,
12592,male,345.0
12593,female,80.0
12594,female,
12595,female,
12596,female,27.0
12597,female,158.0
12598,male,
12599,female,
12600,female,
12601,male,
12602,male,
12603,female,
12604,female,
12605,male,178.0
12606,male,95.0
12607,female,27.0
12608,male,
12609,female,
12610,female,
12611,male,441.0
12612,female,
12613,male,
12614,female,180.0
12615,female,120.0
12616,male,
12617,male,794.0
12618,female,
12619,male,
12620,male,
12621,female,
12622,female,170.0
12623,male,1013.0
12624,female,193.0
12625,female,180.0
12626,female,
12627,female,
12628,male,173.0
12629,male,
12630,female,
12631,female,152.0
12632,male,
12633,male,
12634,female,
12635,male,783.0
12636,female,
12637,female,
12638,male,
12639,male,
12640,female,
12641,female,
12642,male,
12643,female,308.0
12644,male,
12645,male,
12646,male,
12647,female,
12648,male,217.0
12649,male,
12650,female,
12651,male,
12652,female,
12653,male,533.0
12654,female,447.0
12655,male,
12656,female,
12657,female,
12658,female,187.0
12659,male,
12660,male,
12661,female,
12662,male,712.0
12663,female,
12664,female,
12665,female,
12666,female,100.0
12667,male,
12668,female,
12669,male,286.0
12670,female,163.0
12671,female,
12672,male,533.0
12673,female,
12674,female,27.0
12675,male,27.0
12676,male,
12677,female,273.0
12678,male,317.0
12679,male,558.0
12680,female,
12681,male,
12682,male,
12683,female,
12684,female,
12685,male,
12686,female,
12687,male,683.0
12688,female,
12689,female,
12690,female,
12691,male,
12692,female,27.0
12693,female,
12694,male,1250.0
12695,male,
12696,female,
12697,male,
12698,male,
12699,female,
12700,male,
12701,female,
12702,male,
12703,female,
12704,female,
12705,female,
12706,male,195.0
12707,male,
12708,female,
12709,female,
12710,female,
12711,female,
12712,female,
12713,male,
12714,female,
12715,female,27.0
12716,female,
12717,female,
12718,male,
12719,female,
12720,female,185.0
12721,female,27.0
12722,male,
12723,female,
12724,female,30.0
12725,female,
12726,female,83.0
12727,female,
12728,male,
12729,female,
12730,female,
12731,male,156.0
12732,female,
12733,female,
12734,male,
12735,female,27.0
12736,female,
12737,female,
12738,female,
12739,male,
12740,female,
12741,male,
12742,female,
12743,male,
12744,female,
12745,male,
12746,female,120.0
12747,male,
12748,female,
12749,male,27.0
12750,female,
12751,female,
12752,male,
12753,female,165.0
12754,male,
12755,female,98.0
12756,female,
12757,male,
12758,male,
12759,female,
12760,male,
12761,female,
12762,male,309.0
12763,female,144.0
12764,female,160.0
12765,male,191.0
12766,female,205.0
12767,male,
12768,male,
12769,female,
12770,male,
12771,female,
12772,female,142.0
12773,female,
12774,male,264.0
12775,female,
12776,female,
12777,male,
12778,male,319.0
12779,female,144.0
12780,female,
12781,male,
12782,female,
12783,male,
12784,male,192.0
12785,female,
12786,female,
12787,male,
12788,female,
12789,female,238.0
12790,male,
12791,male,
12792,female,
12793,female,
12794,male,470.0
12795,female,196.0
12796,female,
12797,female,
12798,male,667.0
12799,female,243.0
12800,male,
12801,female,
12802,male,
12803,female,25.0
12804,female,
12805,male,
12806,female,
12807,female,206.0
12808,male,
12809,female,
12810,female,
12811,female,
12812,female,
12813,female,
12814,female,
12815,female,
12816,female,
12817,male,
12818,female,
12819,male,375.0
12820,female,355.0
12821,male,
12822,male,
12823,female,
12824,male,
12825,female,150.0
12826,female,150.0
12827,female,
12828,male,477.0
12829,female,
12830,male,
12831,female,230.0
12832,male,
12833,male,100.0
12834,female,130.0
12835,female,
12836,female,
12837,female,
12838,male,120.0
12839,male,
12840,female,
12841,male,
12842,female,
12843,female,
12844,male,
12845,female,
12846,male,333.0
12847,female,
12848,male,
12849,female,
12850,female,
12851,male,
12852,female,
12853,female,27.0
12854,male,
12855,female,
12856,female,
12857,male,415.0
12858,female,
12859,male,
12860,female,
12861,male,
12862,female,
12863,female,436.0
12864,male,385.0
12865,female,40.0
12866,female,
12867,female,
12868,male,
12869,male,
12870,female,
12871,male,270.0
12872,male,
12873,female,
12874,female,
12875,male,
12876,female,
12877,female,
12878,male,
12879,female,
12880,female,
12881,male,
12882,female,
12883,male,27.0
12884,female,
12885,male,
12886,female,
12887,male,
12888,female,27.0
12889,female,
12890,female,
12891,male,
12892,female,112.0
12893,female,
12894,male,
12895,male,
12896,male,
12897,female,
12898,male,
12899,male,27.0
12900,female,
12901,female,
12902,male,263.0
12903,male,
12904,female,
12905,female,27.0
12906,male,
12907,female,
12908,male,
12909,female,
12910,male,
12911,female,230.0
12912,female,
12913,female,
12914,male,
12915,female,
12916,female,
12917,male,
12918,male,483.0
12919,female,
12920,female,
12921,female,
12922,male,
12923,male,27.0
12924,female,120.0
12925,female,
12926,female,
12927,male,
12928,female,
12929,male,254.0
12930,female,312.0
12931,male,
12932,male,692.0
12933,female,
12934,male,
12935,female,
12936,male,
12937,female,
12938,male,
12939,female,
12940,female,
12941,female,
12942,male,
12943,female,27.0
12944,male,432.0
12945,female,200.0
12946,male,
12947,female,
12948,female,
12949,male,386.0
12950,female,
12951,female,
12952,female,
12953,male,
12954,female,
12955,male,
12956,female,
12957,female,
12958,male,383.0
12959,female,
12960,female,
12961,male,
12962,female,27.0
12963,female,
12964,male,
12965,female,
12966,male,
12967,female,
12968,female,
12969,male,27.0
12970,male,465.0
12971,male,
12972,female,
12973,female,
12974,male,620.0
12975,female,
12976,male,
12977,female,
12978,female,200.0
12979,male,265.0
12980,female,108.0
12981,male,
12982,female,
12983,male,
12984,female,187.0
12985,male,
12986,male,
12987,male,378.0
12988,female,211.0
12989,female,174.0
12990,male,
12991,male,
12992,male,
12993,female,
12994,male,
12995,female,
12996,female,
12997,female,
12998,female,
12999,male,
13000,female,
13001,male,24.0
13002,male,
13003,male,
13004,female,
13005,male,431.0
13006,male,
13007,female,
13008,female,120.0
13009,male,
13010,female,
13011,male,
